tag,week_start,signal_date,entry_date,basket_ret_pct,n_positions,symbols,position_rets,avg_5d,breadth_pos,avg_ret
pre_freeze_short0915_top10,2024-06-11,2024-06-11,2024-06-12,-0.8632369332867803,10,"HUDCO,ACE,BIKAJI,AAVAS,ANANTRAJ,ENGINERSIN,FORCEMOT,GABRIEL,HFCL,HOMEFIRST","0.6256,-0.6343,-0.5083,-2.1122,1.8983,-3.3872,0.3444,1.5175,-2.8483,-3.5280",10.084663861722088,60.97560975609756,0.794663404021523
pre_freeze_short0915_top10,2024-06-11,2024-06-12,2024-06-13,1.104801957058584,10,"SCI,VTL,LINDEINDIA,GODIGIT,ACUTAAS,AMBER,APTUS,CAMS,ELECON,GRAVITA","-0.4086,-0.5944,0.4326,2.0273,0.4278,1.6219,-0.5335,0.5432,2.4338,5.0980",7.487031421067842,68.73614190687361,0.9684765441776084
pre_freeze_short0915_top10,2024-06-11,2024-06-13,2024-06-14,-2.4921465131497604,10,"TARIL,AMBER,ELECON,MAXHEALTH,LTF,AIIL,INTELLECT,PTCIL,POWERINDIA,TRENT","2.1840,1.7782,0.0913,-3.8343,-2.3265,-0.4856,-0.2636,-15.6415,-2.5041,-3.9193",5.422505427044515,60.532150776053214,0.6677824768632176
pre_freeze_short0915_top10,2024-06-11,2024-06-14,2024-06-18,-0.2133624710605176,10,"ABSLAMC,TECHNOE,ENDURANCE,AMBUJACEM,PRESTIGE,AADHARHFC,ABB,BDL,BEML,COCHINSHIP","1.3778,-0.7522,-0.9667,1.2244,1.2007,2.7260,2.6647,-1.4679,0.9971,-9.1376",4.3676667362419295,60.97560975609756,0.9237331722085423
pre_freeze_short0915_top10,2024-06-18,2024-06-18,2024-06-19,-0.5447644831189795,10,"HBLENGINE,ABB,PTCIL,EIDPARRY,GPIL,PAYTM,ALKEM,HFCL,CARBORUNIV,ELGIEQUIP","1.6842,3.7575,1.9414,-10.4599,-1.2882,2.0716,0.7291,-1.7646,-1.6716,-0.4471",4.18221899048562,60.310421286031044,0.7273786315629827
pre_freeze_short0915_top10,2024-06-18,2024-06-19,2024-06-20,0.6582882626995669,10,"SIGNATURE,BEML,COCHINSHIP,DATAPATTNS,GRSE,JSWENERGY,MAZDOCK,MSUMI,SWANCORP,ZENTEC","0.2715,1.3258,1.0376,1.1737,0.8138,-0.7213,0.0478,1.6461,1.3221,-0.3343",2.7030274588758307,29.268292682926827,-0.6083362209275173
pre_freeze_short0915_top10,2024-06-18,2024-06-21,2024-06-24,0.4544728338840465,10,"CHAMBLFERT,DEEPAKFERT,JYOTICNC,PARADEEP,ACUTAAS,MAPMYINDIA,COROMANDEL,CLEAN,INDUSTOWER,KIRLOSENG","-2.0031,-1.9474,6.3721,1.4437,1.6082,2.7980,-1.2507,-1.1243,-0.1857,-1.1661",1.6274423376859606,43.01552106430155,-0.0899290622124159
pre_freeze_short0915_top10,2024-06-25,2024-06-28,2024-07-01,-0.49006456419770716,10,"TEGA,IDEA,BHARTIARTL,360ONE,KALYANKJIL,PGEL,AEGISLOG,BHEL,DCMSHRIRAM,ENDURANCE","0.6830,0.5921,-0.6260,1.1178,0.7196,-9.2933,2.4096,-0.2314,0.1580,-0.4301",0.6603882393755125,57.64966740576497,0.521630861251668
pre_freeze_short0915_top10,2024-06-25,2024-07-01,2024-07-02,-0.43395444518126675,10,"KALYANKJIL,GODREJPROP,NEULANDLAB,TATAINVEST,INOXWIND,OBEROIRLTY,CDSL,IREDA,JBCHEPHARM,SIGNATURE","1.0521,-3.3094,2.2137,0.3646,-0.0051,-1.0904,2.3075,-6.0908,-0.3900,0.6081",1.7580773029734038,71.84035476718404,1.270543604099817
pre_freeze_short0915_top10,2024-07-02,2024-07-03,2024-07-04,0.36658881770269974,10,"GRSE,POLICYBZR,HDFCBANK,KEC,SOLARINDS,ACE,ANANTRAJ,FACT,NEWGEN,UTIAMC","-8.7785,3.4626,1.7146,2.0115,-0.8011,0.4084,0.1115,0.5056,5.2287,-0.1974",2.2320535609637844,67.69911504424779,0.8440873722763343
pre_freeze_short0915_top10,2024-07-02,2024-07-08,2024-07-09,0.48462973141703547,10,"HONASA,JMFINANCIL,VTL,360ONE,GESHIP,PCBL,AFFLE,BEML,CESC,CHENNPETRO","1.3325,1.9837,2.2337,-1.4458,0.3509,1.3857,3.3349,4.7517,-4.9585,-4.1225",1.591836014478225,37.389380530973455,-0.17149193166442553
pre_freeze_short0915_top10,2024-07-09,2024-07-09,2024-07-10,-1.6779572448097273,10,"LTFOODS,BEML,HBLENGINE,IRCON,IREDA,IRFC,PAYTM,RAILTEL,RVNL,GODREJCP","0.8252,2.2337,2.9586,-1.6675,-2.4573,-3.3449,-0.3619,-1.6830,-10.1044,-3.1780",2.2227885541692416,54.20353982300885,0.4209341424351183
pre_freeze_short0915_top10,2024-07-09,2024-07-10,2024-07-11,-2.4598410230846808,10,"BBTC,CHENNPETRO,GESHIP,JUBLINGREA,MRPL,NLCINDIA,PHOENIXLTD,SARDAEN,SWANCORP,PARADEEP","-2.2121,-3.1206,-6.2025,-3.7376,-4.5047,-3.0706,1.4177,-3.9572,0.9852,-0.1961",0.9827869745870395,38.852097130242825,-0.3753694027662678
pre_freeze_short0915_top10,2024-07-09,2024-07-15,2024-07-16,1.492347255310691,10,"RAILTEL,SCI,MAPMYINDIA,INDGN,NATCOPHARM,NEWGEN,ZENSARTECH,MMTC,AMBUJACEM,IREDA","3.5558,2.6836,2.4725,1.0702,-5.6258,-0.6760,0.7431,4.5681,0.5049,5.6270",1.1722825406182458,62.251655629139066,0.6717980107904713
pre_freeze_short0915_top10,2024-07-23,2024-07-26,2024-07-29,-0.3865199979591279,10,"SJVN,GODIGIT,RPOWER,HOMEFIRST,FORTIS,MMTC,NHPC,SAREGAMA,ABDL,GLAXO","-0.8184,-0.6524,-3.0811,-3.5311,3.1189,2.5106,-0.2725,-1.3928,0.6919,-0.4383",3.1008673005976184,79.47019867549669,1.3924120043645192
pre_freeze_short0915_top10,2024-07-23,2024-07-29,2024-07-30,-1.583611691004244,10,"KFINTECH,GPIL,J&KBANK,PARADEEP,GODIGIT,IOB,KAJARIACER,TRIDENT,SBFC,ACUTAAS","-2.5889,1.3385,0.7986,-9.9608,-2.0211,1.0703,-3.4756,-6.7123,2.8249,2.8903",3.193157375253474,62.913907284768214,0.9602556933892763
pre_freeze_short0915_top10,2024-08-06,2024-08-06,2024-08-07,0.7843481965268139,10,"VTL,BLS,BRIGADE,TRITURBINE,PNBHOUSING,FSL,WELSPUNLIV,DEVYANI,CARBORUNIV,DCMSHRIRAM","0.8577,2.0768,0.6954,-1.4965,-0.8078,1.8325,1.0978,2.4846,3.9894,-2.8864",-4.955575386253873,37.969094922737305,-0.446463974498612
pre_freeze_short0915_top10,2024-08-06,2024-08-07,2024-08-08,-0.9769014650577447,10,"ETERNAL,IRCON,IREDA,JINDALSAW,POLICYBZR,SCI,HSCL,PCBL,BLS,TRITURBINE","0.0948,1.8961,0.7197,2.0567,1.7724,2.3622,1.6442,-4.1203,-5.1917,-11.0031",-3.045163883815711,88.52097130242825,2.288508649336062
pre_freeze_short0915_top10,2024-08-06,2024-08-09,2024-08-12,-0.07537173285530961,10,"FACT,TRITURBINE,COCHINSHIP,HONASA,SARDAEN,WOCKPHARMA,HBLENGINE,BIKAJI,CEMPRO,ZENTEC","-2.4516,-1.4145,1.4719,7.7962,-0.0644,-1.7097,-0.5115,-5.4627,0.6029,0.9896",-1.5692079201764144,65.41850220264317,0.7525057282285185
pre_freeze_short0915_top10,2024-08-06,2024-08-12,2024-08-13,2.608936261914007,10,"INOXWIND,KFINTECH,AAVAS,SCI,AADHARHFC,AIAENG,HUDCO,TECHNOE,JSL,LALPATHLAB","0.0525,0.5045,2.2466,4.0322,3.4099,4.5214,6.2937,5.6751,-0.4711,-0.1754",2.3355734426299533,49.33920704845815,0.1853932896685537
pre_freeze_short0915_top10,2024-08-13,2024-08-13,2024-08-14,0.5271631425734417,10,"INOXWIND,SPLPETRO,OLECTRA,SARDAEN,ATGL,TRITURBINE,ADANIGREEN,BLUESTARCO,KAYNES,EIDPARRY","5.5861,2.6264,1.4463,-5.9796,0.8538,-0.2902,-0.0821,0.9156,-2.9801,3.1755",1.627094875010668,23.296703296703296,-1.1521072314646614
pre_freeze_short0915_top10,2024-08-13,2024-08-14,2024-08-16,-1.8589955630247617,10,"KAYNES,OLAELEC,SJVN,GALLANTT,INOXWIND,GABRIEL,CAPLIPOINT,MAZDOCK,SARDAEN,GRAVITA","-4.3058,-10.0612,0.8892,0.1795,0.7042,6.1005,-0.9768,2.6284,-1.9005,-11.8477",-1.0961084035027044,35.604395604395606,-0.45015926615857577
pre_freeze_short0915_top10,2024-08-13,2024-08-16,2024-08-19,-1.864604563244606,10,"SARDAEN,RHIM,NBCC,NYKAA,RPOWER,SUZLON,ANANTRAJ,BSOFT,FSL,NAM-INDIA","1.6172,-1.7571,-0.7353,1.4588,-2.8719,-0.2437,-1.9837,-2.9607,-9.2128,-1.9569",0.9887213065056235,83.95604395604396,1.7594894162460455
pre_freeze_short0915_top10,2024-08-13,2024-08-19,2024-08-20,-0.9282820824963804,10,"POLICYBZR,BEML,SONATSOFTW,CAPLIPOINT,FSL,GODFRYPHLP,ANGELONE,EMCURE,NIACL,PGEL","-0.6822,2.6313,2.2728,2.1480,4.7629,-4.4824,-11.8711,0.3602,-2.8674,-1.5550",1.412111401387918,68.35164835164835,1.0551607286266351
pre_freeze_short0915_top10,2024-08-20,2024-08-20,2024-08-21,-0.6138841941460982,10,"360ONE,FSL,GRAVITA,BBTC,KIMS,OLAELEC,JUBLPHARMA,POLYMED,TEJASNET,VOLTAS","1.4298,-1.4932,-2.9803,-0.4347,-2.3083,3.4198,-1.4207,-0.0818,-1.1703,-1.0993",1.9001925925464873,63.73626373626373,0.674793161077484
pre_freeze_short0915_top10,2024-08-20,2024-08-21,2024-08-22,-1.2940354241268583,10,"PCBL,CGCL,GABRIEL,SHYAMMETL,HOMEFIRST,NH,NUVAMA,AEGISLOG,BALRAMCHIN,JYOTICNC","-1.0413,-0.6183,0.5128,0.6071,0.2422,-0.4774,1.0635,-0.4573,-3.9766,-8.7949",3.88442659514251,65.71428571428571,0.8035735971359751
pre_freeze_short0915_top10,2024-08-20,2024-08-22,2024-08-23,0.26048368539223454,10,"RPOWER,SHYAMMETL,ELGIEQUIP,AWL,PGEL,APLAPOLLO,POONAWALLA,WELSPUNLIV,BEML,BERGEPAINT","6.0674,0.9852,-8.2756,1.5621,1.1673,0.3148,0.6120,-2.6205,0.1981,2.5940",4.7631043861860825,59.78021978021978,0.40508167827349095
pre_freeze_short0915_top10,2024-08-20,2024-08-23,2024-08-26,-0.48700062181117537,10,"ERIS,VTL,HFCL,TVSMOTOR,CRAFTSMAN,JUBLINGREA,KALYANKJIL,MINDACORP,ELGIEQUIP,DOMS","-1.6425,0.6177,2.8527,0.3280,-2.1602,2.4167,-4.6878,-0.7184,-3.0005,1.1243",2.858870098396162,37.362637362637365,-0.09811351492733471
pre_freeze_short0915_top10,2024-08-20,2024-08-26,2024-08-27,0.4250044830526859,10,"NETWEB,AIIL,CDSL,HSCL,PCBL,TARIL,NYKAA,KEC,INDIGO,IREDA","2.3969,4.3498,-0.0304,-0.6399,0.9374,1.4137,-2.6285,-0.0362,-0.8590,-0.6537",2.1842731905452,54.72527472527473,0.38472499547808486
pre_freeze_short0915_top10,2024-08-27,2024-08-28,2024-08-29,0.859305311983649,10,"KFINTECH,TATAELXSI,OLECTRA,INTELLECT,CEMPRO,THERMAX,ABFRL,BAJAJHLDNG,GRAVITA,ZYDUSLIFE","3.4147,2.7744,0.5288,-0.8954,1.5284,2.2107,-0.2291,-1.1323,-0.0775,0.4704",1.0776917547852525,41.97802197802198,-0.10375259697547544
pre_freeze_short0915_top10,2024-08-27,2024-08-30,2024-09-02,1.5383048721831474,10,"PAYTM,BALRAMCHIN,NEWGEN,EIDPARRY,WOCKPHARMA,GODFRYPHLP,KEC,APARINDS,IFCI,NBCC","1.3346,1.0032,3.2998,1.2744,0.8577,-2.3320,2.7259,3.4307,2.6371,1.1516",1.0453255225541624,63.95604395604395,0.7191911799044212
pre_freeze_short0915_top10,2024-08-27,2024-09-02,2024-09-03,0.6332113802890308,10,"SJVN,GODIGIT,NETWEB,NHPC,GICRE,TBOTEK,UTIAMC,PPLPHARMA,SONACOMS,PAYTM","0.7228,-0.6179,1.7734,-0.9801,0.9058,-1.8641,1.0966,1.8773,1.5324,1.8858",0.5857128131108108,41.53846153846154,-0.07307124066846554
pre_freeze_short0915_top10,2024-09-03,2024-09-03,2024-09-04,-1.013856872745708,10,"HAL,KAYNES,BRIGADE,AADHARHFC,GODREJIND,BDL,AEGISLOG,BLUEDART,LTFOODS,PNBHOUSING","-0.3994,-1.2614,-3.6951,-0.3223,3.6139,-0.5134,-1.3915,0.3858,2.0088,-8.5640",0.49423780578443766,56.57894736842105,0.4095375642168458
pre_freeze_short0915_top10,2024-09-03,2024-09-04,2024-09-05,0.32873117195527035,10,"GODREJIND,PRESTIGE,BIOCON,LTFOODS,AUBANK,ASIANPAINT,COALINDIA,JUBLINGREA,BLS,TBOTEK","-0.3563,4.4338,0.4357,-4.3497,-0.2740,-0.0215,1.9347,-0.4873,-1.1083,3.0804",0.7206090816904567,48.68421052631579,0.1124806252429241
pre_freeze_short0915_top10,2024-09-03,2024-09-05,2024-09-06,1.6048817899136991,10,"LINDEINDIA,MAZDOCK,GRSE,TBOTEK,AUBANK,ABREL,SONACOMS,JMFINANCIL,HSCL,JKTYRE","0.7767,3.7238,3.6024,2.3638,-0.1959,-0.4603,2.8676,0.1955,1.8591,1.3160",1.5945501685741168,53.50877192982456,0.4568335574509932
pre_freeze_short0915_top10,2024-09-03,2024-09-06,2024-09-09,0.3545715762084313,10,"BIOCON,RPOWER,KEC,SAPPHIRE,JUBLPHARMA,USHAMART,SUMICHEM,GODFRYPHLP,CARTRADE,JMFINANCIL","-1.0970,1.4099,1.5428,1.4378,-6.8428,-2.3446,1.2498,3.8659,3.9897,0.3341",-0.2691723046203959,20.833333333333336,-1.1169802151802202
pre_freeze_short0915_top10,2024-09-03,2024-09-09,2024-09-10,-0.8268173320738011,10,"OLAELEC,GODFRYPHLP,ASAHIINDIA,ZFCVINDIA,AADHARHFC,NUVAMA,PAYTM,VTL,ABREL,TATAELXSI","-0.3438,1.7672,1.5978,-2.8748,-1.7065,1.0276,-2.7045,-0.7692,-4.6249,0.3629",-0.6141084427012008,38.377192982456144,-0.3902594433173216
pre_freeze_short0915_top10,2024-09-10,2024-09-10,2024-09-11,1.415927168963425,10,"BIKAJI,OFSS,LINDEINDIA,SUMICHEM,SYNGENE,LATENTVIEW,PPLPHARMA,DIVISLAB,HSCL,ACE","1.1541,-0.1668,2.9796,3.9604,1.7796,2.6815,2.1267,-0.8015,0.4487,-0.0031",0.0885990833242628,73.68421052631578,1.0285071550465434
pre_freeze_short0915_top10,2024-09-10,2024-09-12,2024-09-13,-1.0300163015736787,10,"ABREL,SUZLON,JBMA,ADANIPOWER,IIFL,IDEA,PRESTIGE,KIMS,ABDL,MAPMYINDIA","-2.7277,-1.2387,-1.5675,1.2774,-9.2142,1.8224,-0.0289,0.4905,0.1837,0.7028",-0.022570329553630104,79.3859649122807,1.1226057479000706
pre_freeze_short0915_top10,2024-09-10,2024-09-13,2024-09-16,0.6348502436384714,10,"BHARTIHEXA,JUBLPHARMA,ABREL,CRAFTSMAN,KAYNES,POWERINDIA,TBOTEK,MUTHOOTFIN,GVT&D,IIFL","3.3632,-3.7786,1.2085,-1.1976,1.7727,-2.6711,3.1190,0.6529,1.6578,2.2218",1.7936054840428646,60.30701754385965,0.6852323165170151
pre_freeze_short0915_top10,2024-09-10,2024-09-16,2024-09-17,0.09166412154172165,10,"GALLANTT,NEWGEN,IFCI,BLUEJET,JWL,AIIL,JUBLINGREA,ANGELONE,PCBL,KIMS","-3.9986,-3.7701,3.8038,-1.3812,2.5659,-0.1430,0.3175,0.8465,1.2968,1.3790",2.3192214958612882,47.04595185995623,0.11800681582231554
pre_freeze_short0915_top10,2024-09-17,2024-09-17,2024-09-18,1.0595183172829894,10,"IGL,GODFRYPHLP,SHYAMMETL,SARDAEN,PRESTIGE,SOBHA,SUMICHEM,JKTYRE,NUVOCO,GRAVITA","2.2838,2.3123,-0.6643,-2.0104,2.2058,-0.2941,2.3317,1.3667,-1.2018,4.2656",1.1991201235941837,41.13785557986871,-0.062194001366354466
pre_freeze_short0915_top10,2024-09-17,2024-09-18,2024-09-19,1.2290493720125386,10,"EMCURE,TORNTPOWER,LTFOODS,CONCORDBIO,HSCL,OIL,AIIL,HOMEFIRST,KEC,RKFORGE","3.6230,4.0493,-1.9152,-3.4033,0.3153,2.2781,2.4755,-0.8080,3.8075,1.8681",1.4363531140411887,30.63457330415755,-0.4268559588907251
pre_freeze_short0915_top10,2024-09-17,2024-09-19,2024-09-20,-0.5984157057998918,10,"GALLANTT,BSE,NAVA,ANANTRAJ,FIRSTCRY,TORNTPOWER,ENDURANCE,ABREL,CHALET,PCBL","2.4378,-6.0427,-0.4898,-5.3315,0.5106,-2.8195,3.9937,1.8604,0.5003,-0.6035",-0.5302428833037852,34.79212253829322,-0.841302703995282
pre_freeze_short0915_top10,2024-09-17,2024-09-20,2024-09-23,1.1995858478194996,10,"IIFL,PHOENIXLTD,CONCORDBIO,KFINTECH,BLUESTARCO,LODHA,SOBHA,INOXWIND,TATATECH,ACE","3.9571,4.5078,5.0374,-0.2754,-2.9358,0.2678,-1.6989,2.5697,1.7659,-1.1998",0.1054814693768678,72.21006564551422,1.322847765648942
pre_freeze_short0915_top10,2024-09-17,2024-09-23,2024-09-24,-0.5570088523718388,10,"IDEA,WELCORP,GLENMARK,RITES,ATGL,AADHARHFC,PHOENIXLTD,ABFRL,BHEL,TARIL","1.3039,-5.0125,1.1154,1.4056,1.7238,-1.7739,-1.0997,-1.3338,-2.5691,0.6702",0.9566932478354058,64.77024070021882,0.990965436398145
pre_freeze_short0915_top10,2024-09-24,2024-09-24,2024-09-25,0.35545918997632864,10,"GODIGIT,LODHA,SBFC,GRAVITA,NUVAMA,CHALET,AMBER,MAHABANK,BBTC,BHARTIHEXA","2.7155,-4.8151,5.6414,0.2358,0.9398,2.9420,-0.9409,2.0003,-2.1909,-2.9732",1.0367524397479178,46.389496717724285,0.022819271337015862
pre_freeze_short0915_top10,2024-09-24,2024-09-25,2024-09-26,0.6075601095942402,10,"PPLPHARMA,DOMS,SARDAEN,GRAVITA,RPOWER,JINDALSAW,EMCURE,SOLARINDS,HINDPETRO,JBCHEPHARM","1.0058,3.7540,4.1034,0.2378,-3.4771,-1.4575,2.6383,-0.5698,-1.0992,0.9398",1.1741513359576883,39.16849015317287,-0.2926878833535389
pre_freeze_short0915_top10,2024-09-24,2024-09-26,2024-09-27,0.06079068399507435,10,"NEWGEN,APOLLOTYRE,RITES,FSL,SOLARINDS,NATIONALUM,NMDC,SAIL,VEDL,M&MFIN","-5.0976,0.4245,2.9123,3.6908,-1.5889,-0.7619,0.8477,-0.0110,-1.2554,1.4473",2.035181167645553,47.26477024070022,-0.0009207429815902349
pre_freeze_short0915_top10,2024-09-24,2024-09-27,2024-09-30,0.9776689607903275,10,"NEULANDLAB,KPIL,SBFC,BHEL,PFIZER,PHOENIXLTD,MRPL,RAILTEL,GVT&D,IDEA","2.2316,2.8749,-0.6794,1.8657,0.8499,-2.8050,-0.5844,1.9635,1.5132,2.5467",0.8889511754350669,50.76586433260394,0.16595534252741778
pre_freeze_short0915_top10,2024-09-24,2024-09-30,2024-10-01,0.6969563111729628,10,"PFIZER,RPOWER,ARE&M,AEGISLOG,JPPOWER,JUBLINGREA,POWERINDIA,IREDA,NEWGEN,PREMIERENE","3.4553,-0.0824,1.3669,0.7628,-2.3792,-0.2693,1.7235,2.2020,2.2043,-2.0143",-0.34299026291850926,40.0437636761488,-0.2551574287384765
pre_freeze_short0915_top10,2024-10-01,2024-10-01,2024-10-03,-0.021437678344439305,10,"SAREGAMA,TEGA,ANGELONE,POLYCAB,FIVESTAR,CAPLIPOINT,CANFINHOME,PARADEEP,BBTC,INDGN","1.8507,1.3681,-7.4881,-1.6104,-0.0029,0.7020,-0.4687,1.6769,1.4596,2.2984",0.04243239922993856,53.39168490153173,0.4217281372945832
pre_freeze_short0915_top10,2024-10-01,2024-10-03,2024-10-04,2.014647693550424,10,"CEMPRO,SARDAEN,AMBER,PETRONET,CARTRADE,DABUR,DLF,JMFINANCIL,SUZLON,GODIGIT","-2.1129,3.1397,4.8196,1.8263,2.8015,2.0637,1.9879,0.9319,0.0645,4.6242",-1.6733333584594496,10.940919037199125,-2.002790264356637
pre_freeze_short0915_top10,2024-10-01,2024-10-07,2024-10-08,-1.8838990574674657,10,"CEMPRO,LODHA,NBCC,TECHNOE,LALPATHLAB,SARDAEN,RRKABEL,SUPREMEIND,ECLERX,APLAPOLLO","-1.4270,0.8251,-0.7856,-4.7496,-3.3312,-6.1431,1.6315,-0.8954,-3.1307,-0.8331",-5.367986632837517,10.50328227571116,-2.671839009450918
pre_freeze_short0915_top10,2024-10-08,2024-10-08,2024-10-09,-1.064677591633131,10,"HONASA,BLS,FINCABLES,JSWDULUX,POWERINDIA,SARDAEN,ANANTRAJ,DOMS,GODFRYPHLP,GRSE","3.8872,-0.0963,3.5438,-9.0598,-4.6324,-3.5949,-0.4467,-0.0841,-2.2323,2.0687",-3.1426346189212975,82.4945295404814,2.1210055536589616
pre_freeze_short0915_top10,2024-10-08,2024-10-09,2024-10-10,0.0806185711152994,10,"HINDPETRO,IRFC,AEGISLOG,KFINTECH,BAJAJHFL,BLS,FACT,GODIGIT,ITI,MEDANTA","1.2206,1.5053,1.0823,0.7001,3.4268,-0.5102,-5.4866,2.2276,0.3610,-3.7206",-2.5029697887511038,68.49015317286651,1.0842872476513117
pre_freeze_short0915_top10,2024-10-08,2024-10-14,2024-10-15,-0.2966935538068344,10,"SONATSOFTW,NEULANDLAB,TRITURBINE,PREMIERENE,KFINTECH,ABDL,BANDHANBNK,FIRSTCRY,BIKAJI,TITAGARH","1.5018,-5.6426,-1.5825,-0.5738,0.8898,2.1223,3.1050,1.0138,-2.3939,-1.4068",3.8329864291473217,53.82932166301969,0.19248972116758747
pre_freeze_short0915_top10,2024-10-15,2024-10-15,2024-10-16,0.28992695984698236,10,"NEULANDLAB,AIIL,BRIGADE,TARIL,VBL,ZENTEC,VIJAYA,OLAELEC,GODREJPROP,RHIM","-4.6784,-0.0824,0.2029,-0.6392,1.0587,2.7681,4.7820,0.7509,-1.6630,0.3997",2.274226800349393,59.51859956236324,0.5788653089872379
pre_freeze_short0915_top10,2024-10-15,2024-10-16,2024-10-17,2.649053071116949,10,"VIJAYA,BAYERCROP,FIRSTCRY,CCL,SAREGAMA,GODREJIND,NEULANDLAB,ENDURANCE,COHANCE,GODREJPROP","3.6943,2.2985,0.7257,2.6227,4.4329,2.1504,5.2585,2.0384,-1.4393,4.7084",1.2068088103215648,46.389496717724285,0.03241862265374213
pre_freeze_short0915_top10,2024-10-15,2024-10-17,2024-10-18,-1.0749983601135824,10,"RVNL,KARURVYSYA,MPHASIS,NATIONALUM,GVT&D,MOTILALOFS,NEULANDLAB,NUVAMA,TARIL,CONCORDBIO","1.0095,-5.8920,-0.9205,-3.5224,2.6792,-9.7451,7.1209,0.0576,-0.9224,-0.6149",-0.3540255063242987,13.785557986870897,-1.5138789338078795
