pattern,n_symbols,total_n,avg_d1_mean,avg_d1_median,max_pair_avg_d1,min_pair_avg_d1,avg_d1_weighted,family,agent_id,pattern_id,target,regime,mined_year,oos_fires,hit_pct,base_pct,real_lift_pp,clean26_lift,bear_lift,avg_ret,cagr5L,status,rule,mandate
FALCPAT_6166,121,2768,1.0747190082644629,0.826,5.054,0.503,0.9188316473988438,unclassified,FALCPAT_6166,6166.0,hit_15pc_20d,capitulation,2022.0,19426.0,29.876298345425127,18.31582194494749,11.560476400477636,12.504185684413764,13.73333991307496,2.6047692594487613,25.2500163296816,PROMOTED,volatility (20d ATR%) >= 2.3998 AND distance from 10-day high <= -10.5311 AND distance from year-high <= -22.7827 AND distance from 200-DMA <= 26.4245,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8065,120,1045,1.494441666666667,1.2405,7.068,0.505,1.3296220095693778,unclassified,FALCPAT_8065,8065.0,hit_10pc_20d,capitulation,2024.0,3457.0,41.82509505703423,30.24927834188964,11.575816715144583,11.45749475620564,15.581655623120492,0.3842231258701998,-6.4653108485394295,PROMOTED,distance from 20-day high <= -16.1936 AND RSI(14) <= 30.4449 AND close position in weekly range <= 0.4857 AND weekly range % >= 7.862,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8178,120,2916,1.0202666666666669,0.8965000000000001,2.897,0.501,0.9181498628257888,unclassified,FALCPAT_8178,8178.0,hit_25pc_30d,mean_reversion,2024.0,11539.0,15.385307076701734,7.722364089468664,7.6629429872330705,10.374020593520058,7.349338936868877,2.8252268700350927,-12.009597063491906,PROMOTED,volatility (20d ATR%) >= 3.0061 AND short-term vol vs longer-term >= 0.8729 AND distance from year-high <= -15.2403 AND RSI(14) <= 33.6661,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6477,119,1700,1.114857142857143,0.952,3.887,0.504,1.0812782352941177,unclassified,FALCPAT_6477,6477.0,hit_10pc_20d,capitulation,2022.0,16578.0,43.82678506264445,34.00746195228712,9.819323110357333,13.676016528400693,16.283437530118576,1.8397520283166355,-3.643788025834626,PROMOTED,volatility (20d ATR%) >= 2.0373 AND distance from year-high <= -20.1662 AND RSI(14) <= 28.6983 AND weekly range % >= 5.6382,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8101,119,1384,1.133655462184874,0.997,4.289,0.502,0.9929841040462428,unclassified,FALCPAT_8101,8101.0,hit_10pc_20d,breakout,2024.0,6878.0,69.03997665596732,30.24927834188964,38.79069831407767,38.08771323430433,34.22063116524479,4.904382187142354,90.53571603479143,PROMOTED,volatility (20d ATR%) >= 3.1155 AND 5-day return <= 5.4794 AND close position in weekly range >= 0.53 AND weekly range % >= 10.472,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7618,119,1280,1.0944621848739498,0.945,3.596,0.511,0.9926179687500004,unclassified,FALCPAT_7618,7618.0,hit_10pc_20d,breakout,2024.0,8214.0,60.296641333660205,30.24927834188964,30.04736299177057,28.996003085604592,23.57768825586832,4.251279602971939,67.32870674495732,PROMOTED,5-day return <= 3.643 AND close position in weekly range >= 0.5098 AND weekly range % <= 14.1572 AND weekly range % >= 9.062,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9522,119,1826,1.1626806722689076,0.925,4.943,0.508,0.9705728368017524,unclassified,FALCPAT_9522,9522.0,hit_15pc_20d,capitulation,2025.0,3885.0,36.59834974713868,19.56237142322798,17.035978323910697,17.035978323910697,16.18751585583013,4.573766322306222,12.482881451118333,PROMOTED,distance from 120-day high <= -25.7021 AND 60-day return <= -17.0951 AND RSI(14) <= 37.611,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7753,118,1280,1.1248728813559323,0.979,3.704,0.507,1.0360554687500003,unclassified,FALCPAT_7753,7753.0,hit_15pc_20d,breakout,2024.0,5536.0,47.78664731494921,15.52565995111252,32.26098736383668,33.98732431713714,28.15331616551916,5.528858453484854,23.28952757968265,PROMOTED,volatility (20d ATR%) >= 3.5078 AND 5-day return <= 7.2582 AND close position in weekly range >= 0.6063 AND weekly range % >= 10.9288,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8486,118,2165,0.986228813559322,0.8205,2.727,0.501,0.8790138568129329,unclassified,FALCPAT_8486,8486.0,hit_40pc_40d,other,2024.0,7283.0,8.816259269431475,2.9651372889629943,5.85112198046848,4.796740481737513,1.5475290396833643,5.526305996729318,-13.79417744776088,PROMOTED,volatility (20d ATR%) >= 3.359 AND 20-day return >= -5.2391 AND 60d relative strength vs sector <= 10.8226 AND weekly range % >= 10.7197,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6674,117,866,1.3871282051282052,1.081,8.291,0.502,1.1696016166281755,unclassified,FALCPAT_6674,6674.0,hit_15pc_20d,capitulation,2022.0,4393.0,45.36082474226804,18.31582194494749,27.04500279732055,37.08998909179349,24.68601957578469,6.480808183129166,60.16489472352902,PROMOTED,volatility (20d ATR%) >= 2.673 AND distance from 50-DMA <= -9.6156 AND 60-day return <= -15.4153 AND close position in weekly range >= 0.712,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8068,117,1346,1.1421452991452992,1.003,3.736,0.51,1.0493959881129271,unclassified,FALCPAT_8068,8068.0,hit_10pc_20d,breakout,2024.0,8082.0,57.68415804561885,30.24927834188964,27.43487970372921,26.3903791234833,21.70571209760978,4.132611924213382,7.127491348788273,PROMOTED,5-day return <= 0.3379 AND close position in weekly range >= 0.4857 AND weekly range % <= 13.8814 AND weekly range % >= 7.862,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7184,117,1523,1.052880341880342,0.88,2.57,0.503,0.9986598818122128,unclassified,FALCPAT_7184,7184.0,hit_10pc_20d,other,2023.0,15215.0,51.47462047749616,32.698883353500555,18.7757371239956,16.39106629812287,18.540140174108,3.0716777513059377,51.756360806477566,PROMOTED,distance from 200-DMA <= 15.8607 AND distance from 20-week SMA >= 1.2025 AND weekly range % >= 8.786,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7740,116,1173,1.088508620689655,0.9595,3.52,0.51,1.0275549872122762,unclassified,FALCPAT_7740,7740.0,hit_10pc_20d,breakout,2024.0,7583.0,67.81076066790352,30.24927834188964,37.56148232601389,35.08095121635425,34.801332277996536,5.476822768762377,51.21938334132828,PROMOTED,5-day return <= 4.1146 AND close position in weekly range >= 0.7385 AND weekly range % >= 8.6398,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6288,116,1785,1.1184310344827586,0.9265,3.584,0.501,0.9162448179271708,unclassified,FALCPAT_6288,6288.0,hit_15pc_20d,capitulation,2022.0,16318.0,23.063533507397736,18.31582194494749,4.747711562450246,8.938736132765133,11.227694345022057,1.8870060689514905,-0.7009891276121949,PROMOTED,distance from year-high <= -25.9776 AND distance from 20-DMA <= -1.8876 AND RSI(14) <= 27.5641,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9530,115,1458,1.250930434782609,1.029,4.566,0.503,1.0818964334705077,unclassified,FALCPAT_9530,9530.0,hit_25pc_30d,capitulation,2025.0,1703.0,28.656009473060983,10.408532325017468,18.24747714804352,18.24747714804352,9.161342746775972,8.180505467988723,-41.80386591802026,PROMOTED,volatility (20d ATR%) >= 3.347 AND distance from 120-day high <= -28.3924 AND lower wick >= 0.2522 AND 20d relative strength vs market >= -10.0472,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8571,115,1489,1.2049826086956523,1.003,3.231,0.507,1.0373908663532572,unclassified,FALCPAT_8571,8571.0,hit_10pc_20d,other,2025.0,1392.0,63.15390447308568,35.380587245184216,27.77331722790146,27.77331722790146,17.67484354270012,4.611877825922337,13.371425912743806,PROMOTED,volatility (20d ATR%) >= 4.0236 AND distance from 200-DMA <= -9.2327 AND close position in weekly range >= 0.4229 AND weekly range % <= 8.6663,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6424,115,1470,1.1813826086956525,0.937,7.251,0.501,1.0016197278911567,unclassified,FALCPAT_6424,6424.0,hit_10pc_20d,breakout,2022.0,6974.0,67.80150028851702,34.00746195228712,33.79403833622991,41.78141031876219,33.661470166864696,5.395136889464757,18.880766722004537,PROMOTED,volatility (20d ATR%) >= 3.7232 AND 60-day return <= -14.7778 AND close position in weekly range >= 0.6594,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8347,113,780,1.8182477876106196,1.626,6.604,0.501,1.6143076923076924,unclassified,FALCPAT_8347,8347.0,hit_25pc_30d,mean_reversion,2024.0,2174.0,12.325581395348838,7.722364089468664,4.6032173058801735,4.351003330040575,10.42992958394612,-2.1046164587733305,3.863092203779983,PROMOTED,distance from 50-DMA <= 7.1184 AND RSI(14) <= 41.0395 AND close position in weekly range <= 0.6784 AND weekly range % >= 14.8541,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7021,113,1521,1.208132743362832,0.999,5.402,0.502,1.0200092044707432,unclassified,FALCPAT_7021,7021.0,hit_25pc_30d,other,2023.0,9541.0,17.9623213512343,9.458155042142677,8.504166309091625,12.80923160174529,11.397091400130584,3.8952846092986793,-17.49587501226487,PROMOTED,20-day return <= -15.735 AND slope of 20-DMA <= -1.8906,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9111,113,1651,1.1131681415929204,0.86,4.892,0.507,0.9823137492428832,unclassified,FALCPAT_9111,9111.0,hit_10pc_20d,breakout,2025.0,2247.0,63.94869445716903,35.380587245184216,28.568107211984817,28.568107211984817,26.59675224147798,4.937828256952485,33.831291449493776,PROMOTED,volatility (20d ATR%) >= 3.307 AND distance from 200-DMA <= -0.9248 AND close position in weekly range >= 0.7784 AND distance from 20-week SMA <= -1.7511,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8449,112,793,1.2926071428571428,1.0645,3.817,0.506,1.2134892812105926,unclassified,FALCPAT_8449,8449.0,hit_10pc_20d,other,2024.0,3749.0,61.63166397415186,30.24927834188964,31.38238563226222,25.83250134220605,18.57436137343985,3.687042033881633,15.510809446534443,PROMOTED,days with sub-3% range in last 7 >= 1.5 AND 5-day return <= 10.4381 AND close position in weekly range >= 0.1574 AND weekly range % >= 12.8017,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6329,112,1480,1.1539553571428571,0.9265,7.655,0.508,0.9677006756756756,unclassified,FALCPAT_6329,6329.0,hit_25pc_30d,breakout,2022.0,12062.0,18.579651261215503,10.722915258072424,7.856736003143084,10.629811753706656,7.934017643106269,4.888729568436955,1.6862454298513851,PROMOTED,distance from 200-DMA <= -9.4385 AND days with sub-75% volume in last 7 >= 2.5 AND close position in weekly range >= 0.4553 AND weekly range % >= 5.3895,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8952,112,2108,1.0338660714285717,0.928,4.777,0.501,0.9023092979127132,unclassified,FALCPAT_8952,8952.0,hit_15pc_20d,other,2025.0,1794.0,48.94091415830547,19.56237142322798,29.378542735077485,29.378542735077485,18.294034829124502,6.773957195243938,-5.873509798145671,PROMOTED,volatility (20d ATR%) >= 3.9374 AND distance from 20-day high <= -14.2373 AND 60d relative strength vs sector >= -15.4462 AND close position in weekly range >= 0.1754,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7976,112,2013,1.023232142857143,0.8075,4.403,0.514,0.882039741679086,unclassified,FALCPAT_7976,7976.0,hit_15pc_20d,breakout,2024.0,6693.0,39.295392953929536,15.52565995111252,23.769733002817016,27.74189486838009,19.031430524102188,5.068060310625038,30.938582870246776,PROMOTED,volatility (20d ATR%) >= 2.9808 AND days with sub-3% range in last 7 <= 3.5 AND close position in weekly range >= 0.7255 AND distance from 20-week SMA <= -3.6827,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9569,110,1472,1.1308454545454545,0.9435,7.251,0.503,1.0178396739130435,unclassified,FALCPAT_9569,9569.0,hit_15pc_20d,capitulation,2025.0,1569.0,49.52445652173913,19.56237142322798,29.96208509851115,29.96208509851115,19.931808481562857,7.080906981325706,52.29400713907584,PROMOTED,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND close position in weekly range >= 0.767 AND weekly range % <= 13.4815,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6467,110,1270,1.1280818181818182,0.918,4.445,0.502,1.0145440944881892,unclassified,FALCPAT_6467,6467.0,hit_25pc_30d,breakout,2022.0,5063.0,20.93669378845009,10.722915258072424,10.213778530377663,19.961255243825963,14.089449424213592,6.258701720752798,29.588459970298263,PROMOTED,volatility (20d ATR%) >= 3.8758 AND 60-day return <= -13.0654 AND 60d relative strength vs market >= -19.0757 AND close position in weekly range >= 0.5112,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8645,108,987,1.2522407407407403,1.0765,4.65,0.504,1.166838905775076,unclassified,FALCPAT_8645,8645.0,hit_15pc_20d,breakout,2024.0,4534.0,51.007751937984494,15.52565995111252,35.48209198687197,39.35371249285594,31.375853383108048,6.056004996579936,43.89267031874387,PROMOTED,volatility (20d ATR%) >= 3.4331 AND 5-day return <= 7.1233 AND close position in weekly range >= 0.6079 AND weekly range % >= 11.7238,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7631,108,1261,1.2607962962962962,1.0195,5.333,0.505,1.09353766851705,unclassified,FALCPAT_7631,7631.0,hit_25pc_30d,other,2024.0,10782.0,19.38718140929535,7.722364089468664,11.664817319826687,11.153437114710886,11.405016286748287,4.415103038048964,3.5043317739597013,PROMOTED,distance from 200-DMA <= 7.1232 AND close position in weekly range >= 0.4448 AND distance from 20-week SMA <= 9.6939 AND weekly range % >= 9.9626,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6439,108,1023,1.1565092592592594,0.876,3.634,0.513,1.0723049853372433,unclassified,FALCPAT_6439,6439.0,hit_15pc_20d,breakout,2022.0,7586.0,32.37542842077511,18.31582194494749,14.059606475827618,22.46164229889895,12.857095228368689,4.438900774002354,45.09974963182795,PROMOTED,60-day return <= -5.8816 AND 20d relative strength vs sector >= -2.8018 AND close position in weekly range >= 0.7316 AND weekly range % >= 6.249,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7209,108,1733,0.99575,0.807,3.317,0.502,0.9045054818234276,unclassified,FALCPAT_7209,7209.0,hit_15pc_20d,other,2023.0,18269.0,29.920116194626,17.450644806122114,12.469471388503884,11.921373382443004,9.787928988348456,3.312133554559691,31.508751510831743,PROMOTED,distance from 200-DMA <= 17.8236 AND distance from 20-week SMA >= 2.9036 AND weekly range % >= 8.017,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6996,107,1224,1.2778878504672897,1.085,3.205,0.508,1.1883578431372548,unclassified,FALCPAT_6996,6996.0,hit_15pc_20d,capitulation,2023.0,9684.0,32.869312279243715,17.450644806122114,15.418667473121603,16.537708004889577,16.182598266678212,2.609313656691836,9.197728041446808,PROMOTED,distance from year-high <= -27.4832 AND RSI(14) <= 37.5063 AND distance from 20-week SMA <= 0.261 AND weekly range % >= 8.5031,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9547,107,825,1.177738317757009,0.945,3.395,0.523,1.1071854545454547,unclassified,FALCPAT_9547,9547.0,hit_10pc_20d,breakout,2025.0,1206.0,76.7031118587048,35.380587245184216,41.322524613520585,41.322524613520585,37.97256990296612,6.602969550123158,47.19769274317092,PROMOTED,volatility (20d ATR%) >= 3.3204 AND 5-day return <= 1.6335 AND close position in weekly range >= 0.6786 AND weekly range % >= 8.9567,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6865,106,1153,1.2355188679245284,1.0735,4.892,0.509,1.0715915004336514,unclassified,FALCPAT_6865,6865.0,hit_40pc_40d,capitulation,2023.0,4943.0,11.509591326105086,4.0653742907808095,7.444217035324277,8.475943660596682,5.903667476943271,9.635637950437756,6.638775880321712,PROMOTED,volatility (20d ATR%) >= 2.6793 AND distance from 120-day high <= -28.3595 AND distance from 200-DMA <= 14.55 AND close position in weekly range >= 0.8126,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7972,106,1368,1.0753018867924529,0.9185,3.737,0.516,0.9367587719298246,unclassified,FALCPAT_7972,7972.0,hit_15pc_20d,other,2024.0,6725.0,26.41168498720072,15.52565995111252,10.886025036088204,11.784112281746292,11.589518586450136,1.537143665194333,-11.650153965161236,PROMOTED,days with sub-75% volume in last 20 <= 10.5 AND close position in weekly range <= 0.7255 AND close position in weekly range >= 0.2793 AND weekly range % >= 9.1882,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9545,106,2079,0.9762169811320754,0.875,3.455,0.503,0.8422982202982202,unclassified,FALCPAT_9545,9545.0,hit_10pc_20d,breakout,2025.0,2428.0,57.62167125803489,35.380587245184216,22.24108401285068,22.24108401285068,13.590621825819303,4.343014290097948,-22.72710716903704,PROMOTED,volatility (20d ATR%) >= 3.3204 AND distance from year-high <= -19.8681 AND close position in weekly range >= 0.6786 AND weekly range % <= 8.9567,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_7764,105,990,1.5010095238095238,1.186,5.604,0.505,1.2653808080808082,unclassified,FALCPAT_7764,7764.0,hit_15pc_20d,other,2024.0,4682.0,43.37478559176672,15.52565995111252,27.849125640654204,29.027650268745987,26.00866724693578,3.500618945076194,18.27099297903052,PROMOTED,volatility (20d ATR%) >= 3.4791 AND close position in weekly range >= 0.2163 AND distance from 20-week SMA <= 11.1709 AND weekly range % >= 13.6861,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9266,104,1068,1.5099615384615386,1.1565,4.265,0.506,1.2161001872659176,unclassified,FALCPAT_9266,9266.0,hit_25pc_30d,mean_reversion,2025.0,1939.0,26.7104542966612,10.408532325017468,16.30192197164373,16.30192197164373,13.990299019356886,6.341704938040987,14.720623507982443,PROMOTED,distance from 60-day high <= -5.8193 AND distance from 50-DMA <= -15.3122 AND distance from 20-week SMA <= 14.3274 AND weekly range % >= 5.7248,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8546,104,1081,1.343509615384615,1.0835,4.209,0.507,1.124853839037928,unclassified,FALCPAT_8546,8546.0,hit_40pc_40d,other,2024.0,2910.0,10.522548317823908,2.9651372889629943,7.557411028860914,9.901844668161564,6.972217470371975,4.014349481289519,17.599062380690555,PROMOTED,volatility (20d ATR%) >= 3.4337 AND close position in weekly range <= 0.7802 AND close position in weekly range >= 0.282 AND weekly range % >= 13.9527,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_8171,104,1953,1.0570576923076922,0.876,7.655,0.507,0.8731607782898105,unclassified,FALCPAT_8171,8171.0,hit_40pc_40d,breakout,2024.0,7724.0,9.217691592508965,2.9651372889629943,6.2525543035459705,4.657125108987023,5.575072783022016,8.770814245984775,7.549749948855999,PROMOTED,volatility (20d ATR%) >= 3.3699 AND slope of 50-DMA <= -1.3271 AND close position in weekly range >= 0.5672 AND distance from 20-week SMA <= -0.524,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_9185,103,921,1.3791067961165049,1.2,4.876,0.501,1.2067513572204127,unclassified,FALCPAT_9185,9185.0,hit_15pc_20d,mean_reversion,2025.0,1301.0,41.5065334358186,19.56237142322798,21.94416201259062,21.94416201259062,20.833873968367467,4.907789574510902,-9.13091203098224,PROMOTED,volatility (20d ATR%) >= 3.169 AND 5-day return <= -2.0791 AND 60d relative strength vs market <= -10.3896 AND slope of 20-DMA <= -3.6565,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long."
FALCPAT_6251,103,1349,1.331378640776699,1.021,5.399,0.504,1.074089696071164,unclassified,FALCPAT_6251,6251.0,hit_25pc_30d,mean_reversion,2022.0,11294.0,19.98049818278521,10.722915258072424,9.25758292471279,16.14765199187825,9.785082147801788,4.8017666559808365,42.86249976101604,PROMOTED,volatility (20d ATR%) >= 2.2352 AND distance from 50-DMA <= -12.9875 AND 60-day return <= -3.7201 AND 60d relative strength vs sector <= -4.494,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long."
